contrato;odi;uf;municipio
ECO 027/2021;PI2400412LPT110049;PI;CABECEIRAS DO PIAUI
ECO 027/2021;PI2400412LPT110050;PI;CABECEIRAS DO PIAUI
ECO 027/2021;PI2400412LPT110051;PI;CABECEIRAS DO PIAUI
ECO 027/2021;PI2400412LPT110052;PI;CABECEIRAS DO PIAUI
ECO 027/2021;PI2400412LPT110053;PI;BARRAS
ECO 027/2021;PI2400412LPT110054;PI;ALTOS
ECO 027/2021;PI2400412LPT110056;PI;BENEDITINOS
ECO 027/2021;PI2400412LPT110059;PI;AMARANTE
ECO 027/2021;PI2400412LPT110060;PI;BARRAS
ECO 027/2021;PI2400412LPT110061;PI;AMARANTE
ECO 027/2021;PI2400412LPT110062;PI;CABECEIRAS DO PIAUI
ECO 027/2021;PI2400412LPT110063;PI;AMARANTE
ECO 027/2021;PI2400412LPT110064;PI;ALTOS
ECO 027/2021;PI2400412LPT110065;PI;ALTOS
ECO 027/2021;PI2400412LPT110066;PI;TERESINA
ECO 027/2021;PI2400412LPT110067;PI;ALTO LONGA
ECO 027/2021;PI2400412LPT110068;PI;SIGEFREDO PACHECO
ECO 027/2021;PI2400412LPT110070;PI;JATOBA DO PIAUI
ECO 027/2021;PI2400412LPT110071;PI;TERESINA
ECO 027/2021;PI2400412LPT110074;PI;TERESINA
ECO 027/2021;PI2400412LPT110075;PI;JATOBA DO PIAUI
ECO 027/2021;PI2400412LPT110076;PI;CAMPO MAIOR
ECO 027/2021;PI2400412LPT110077;PI;BARRAS
ECO 027/2021;PI2400412LPT110078;PI;ANGICAL DO PIAUI
ECO 027/2021;PI2400412LPT110079;PI;BARRAS
ECO 027/2021;PI2400412LPT110081;PI;JATOBA DO PIAUI
ECO 027/2021;PI2400412LPT110082;PI;TERESINA
ECO 027/2021;PI2400412LPT110083;PI;HUGO NAPOLEAO
ECO 027/2021;PI2400412LPT110085;PI;TERESINA
ECO 027/2021;PI2400412LPT120001;PI;PEDRO II
ECO 027/2021;PI2400412LPT120003;PI;PEDRO II
ECO 027/2021;PI2400412LPT120004;PI;MILTON BRANDAO
ECO 027/2021;PI2400412LPT120005;PI;MILTON BRANDAO
ECO 027/2021;PI2400412LPT120009;PI;PEDRO II
ECO 027/2021;PI2400412LPT120010;PI;PEDRO II
ECO 027/2021;PI2400412LPT120011;PI;PEDRO II
ECO 027/2021;PI2400412LPT120013;PI;BATALHA
ECO 027/2021;PI2400412LPT120014;PI;PEDRO II
ECO 027/2021;PI2400412LPT120015;PI;PIRIPIRI
ECO 027/2021;PI2400412LPT120016;PI;PIRIPIRI
ECO 027/2021;PI2400412LPT120017;PI;PIRIPIRI
ECO 027/2021;PI2400412LPT120018;PI;PEDRO II
ECO 027/2021;PI2400412LPT120019;PI;COCAL
ECO 027/2021;PI2400412LPT120020;PI;PIRIPIRI
ECO 027/2021;PI2400412LPT120021;PI;ESPERANTINA
ECO 027/2021;PI2400412LPT120022;PI;BURITI DOS LOPES
ECO 027/2021;PI2400412LPT120023;PI;PIRIPIRI
ECO 027/2021;PI2400412LPT120024;PI;MILTON BRANDAO
ECO 027/2021;PI2400412LPT120025;PI;PIRIPIRI
ECO 027/2021;PI2400412LPT120026;PI;MILTON BRANDAO
ECO 027/2021;PI2400412LPT120027;PI;PIRACURUCA
ECO 027/2021;PI2400412LPT120029;PI;BATALHA
ECO 027/2021;PI2400412LPT120030;PI;BATALHA
ECO 027/2021;PI2400412LPT120031;PI;BATALHA
ECO 027/2021;PI2400412LPT120038;PI;BATALHA
ECO 027/2021;PI2400412LPT120041;PI;PIRACURUCA
ECO 027/2021;PI2400412LPT120042;PI;PARNAIBA
ECO 027/2021;PI2400412LPT120043;PI;BURITI DOS LOPES
ECO 027/2021;PI2400412LPT120044;PI;MILTON BRANDAO
ECO 027/2021;PI2400412LPT120049;PI;COCAL
ECO 027/2021;PI2400412LPT120051;PI;COCAL
ECO 027/2021;PI2400412LPT120053;PI;COCAL
ECO 027/2021;PI2400412LPT120055;PI;COCAL
ECO 027/2021;PI2400412LPT120057;PI;COCAL
ECO 027/2021;PI2400412LPT120060;PI;COCAL
ECO 027/2021;PI2400412LPT120065;PI;MILTON BRANDAO
ECO 027/2021;PI2400412LPT120066;PI;MILTON BRANDAO
ECO 027/2021;PI2400412LPT120067;PI;MILTON BRANDAO
ECO 027/2021;PI2400412LPT120069;PI;MILTON BRANDAO
ECO 027/2021;PI2400412LPT120070;PI;MILTON BRANDAO
ECO 027/2021;PI2400412LPT120072;PI;BATALHA
ECO 027/2021;PI2400412LPT120073;PI;COCAL
ECO 027/2021;PI2400412LPT120074;PI;COCAL
ECO 027/2021;PI2400412LPT120081;PI;COCAL
ECO 027/2021;PI2400412LPT120082;PI;COCAL
ECO 027/2021;PI2400412LPT120084;PI;COCAL
ECO 027/2021;PI2400412LPT120085;PI;COCAL
ECO 027/2021;PI2400412LPT120086;PI;PARNAIBA
ECO 027/2021;PI2400412LPT120094;PI;COCAL
ECO 027/2021;PI2400412LPT120098;PI;BURITI DOS LOPES
ECO 027/2021;PI2400412LPT120100;PI;PIRIPIRI
ECO 027/2021;PI2400412LPT120101;PI;PEDRO II
ECO 027/2021;PI2400412LPT120102;PI;PIRIPIRI
ECO 027/2021;PI2400412LPT120103;PI;BATALHA
ECO 027/2021;PI2400412LPT120104;PI;PIRIPIRI
ECO 027/2021;PI2400412LPT120105;PI;PEDRO II
ECO 027/2021;PI2400412LPT120106;PI;PEDRO II
ECO 027/2021;PI2400412LPT120107;PI;PEDRO II
ECO 027/2021;PI2400412LPT120108;PI;PEDRO II
ECO 027/2021;PI2400412LPT120109;PI;MILTON BRANDAO
ECO 027/2021;PI2400412LPT120110;PI;PEDRO II
ECO 027/2021;PI2400412LPT120111;PI;PEDRO II
ECO 027/2021;PI2400412LPT120112;PI;PEDRO II
ECO 027/2021;PI2400412LPT120114;PI;PIRIPIRI
ECO 027/2021;PI2400412LPT120115;PI;BATALHA
ECO 027/2021;PI2400412LPT120116;PI;BATALHA
ECO 027/2021;PI2400412LPT120117;PI;DOMINGOS MOURAO
ECO 027/2021;PI2400412LPT120118;PI;BATALHA
ECO 027/2021;PI2400412LPT120119;PI;DOMINGOS MOURAO
ECO 027/2021;PI2400412LPT120120;PI;DOMINGOS MOURAO
ECO 027/2021;PI2400412LPT120121;PI;BURITI DOS LOPES
ECO 027/2021;PI2400412LPT120122;PI;JOAQUIM PIRES
ECO 027/2021;PI2400412LPT120124;PI;BATALHA
ECO 027/2021;PI2400412LPT120125;PI;BURITI DOS LOPES
ECO 027/2021;PI2400412LPT120126;PI;BURITI DOS LOPES
ECO 027/2021;PI2400412LPT120129;PI;BURITI DOS LOPES
ECO 027/2021;PI2400412LPT120130;PI;BURITI DOS LOPES
ECO 027/2021;PI2400412LPT120132;PI;PEDRO II
ECO 027/2021;PI2400412LPT120135;PI;BATALHA
ECO 027/2021;PI2400412LPT120136;PI;BURITI DOS LOPES
ECO 027/2021;PI2400412LPT120137;PI;BURITI DOS LOPES
ECO 027/2021;PI2400412LPT120138;PI;BURITI DOS LOPES
ECO 027/2021;PI2400412LPT120145;PI;BURITI DOS LOPES
ECO 027/2021;PI2400412LPT120147;PI;BATALHA
ECO 027/2021;PI2400412LPT120154;PI;BURITI DOS LOPES
ECO 027/2021;PI2400412LPT120155;PI;BURITI DOS LOPES
ECO 027/2021;PI2400412LPT120156;PI;BURITI DOS LOPES
ECO 027/2021;PI2400412LPT120157;PI;BURITI DOS LOPES
ECO 027/2021;PI2400412LPT120158;PI;BURITI DOS LOPES
ECO 027/2021;PI2400412LPT120160;PI;BURITI DOS LOPES
ECO 027/2021;PI2400412LPT120161;PI;BURITI DOS LOPES
ECO 027/2021;PI2400412LPT120162;PI;BATALHA
ECO 027/2021;PI2400412LPT120163;PI;BATALHA
ECO 027/2021;PI2400412LPT120167;PI;BATALHA
ECO 027/2021;PI2400412LPT120168;PI;BURITI DOS LOPES
ECO 027/2021;PI2400412LPT120169;PI;BURITI DOS LOPES
ECO 027/2021;PI2400412LPT120174;PI;BATALHA
ECO 027/2021;PI2400412LPT120178;PI;BURITI DOS LOPES
ECO 027/2021;PI2400412LPT120179;PI;BURITI DOS LOPES
ECO 027/2021;PI2400412LPT120182;PI;COCAL
ECO 027/2021;PI2400412LPT120183;PI;PIRACURUCA
ECO 027/2021;PI2400412LPT120188;PI;LUIS CORREIA
ECO 027/2021;PI2400412LPT120189;PI;PIRACURUCA
ECO 027/2021;PI2400412LPT120193;PI;BURITI DOS LOPES
ECO 027/2021;PI2400412LPT120194;PI;PIRIPIRI
ECO 027/2021;PI2400412LPT120195;PI;COCAL
ECO 027/2021;PI2400412LPT120197;PI;LUIS CORREIA
ECO 027/2021;PI2400412LPT120198;PI;COCAL
ECO 027/2021;PI2400412LPT120199;PI;COCAL
ECO 027/2021;PI2400412LPT120200;PI;COCAL
ECO 027/2021;PI2400412LPT120202;PI;COCAL
ECO 027/2021;PI2400412LPT120203;PI;PARNAIBA
ECO 027/2021;PI2400412LPT120204;PI;LUIS CORREIA
ECO 027/2021;PI2400412LPT120206;PI;COCAL DE TELHA
ECO 027/2021;PI2400412LPT120208;PI;CAXINGO
ECO 027/2021;PI2400412LPT120211;PI;BATALHA
ECO 027/2021;PI2400412LPT120213;PI;BATALHA
ECO 027/2021;PI2400412LPT120215;PI;PIRACURUCA
ECO 027/2021;PI2400412LPT120219;PI;JOCA MARQUES
ECO 027/2021;PI2400412LPT120220;PI;LUIS CORREIA
ECO 027/2021;PI2400412LPT120221;PI;ESPERANTINA
ECO 027/2021;PI2400412LPT120223;PI;CAPITAO DE CAMPOS
ECO 027/2021;PI2400412LPT120224;PI;PIRIPIRI
ECO 027/2021;PI2400412LPT120225;PI;MADEIRO
ECO 027/2021;PI2400412LPT120226;PI;PARNAIBA
ECO 027/2021;PI2400412LPT120227;PI;ILHA GRANDE
ECO 027/2021;PI2400412LPT120228;PI;CAJUEIRO DA PRAIA
ECO 027/2021;PI2400412LPT120229;PI;PIRIPIRI
ECO 027/2021;PI2400412LPT120230;PI;ESPERANTINA
ECO 027/2021;PI2400412LPT120232;PI;ESPERANTINA
ECO 027/2021;PI2400412LPT120233;PI;ESPERANTINA
ECO 027/2021;PI2400412LPT120234;PI;ESPERANTINA
ECO 027/2021;PI2400412LPT120235;PI;PIRIPIRI
ECO 027/2021;PI2400412LPT120236;PI;PIRIPIRI
ECO 027/2021;PI2400412LPT120237;PI;PIRIPIRI
ECO 027/2021;PI2400412LPT120238;PI;PIRACURUCA
ECO 027/2021;PI2400412LPT120239;PI;PIRIPIRI
ECO 027/2021;PI2400412LPT120240;PI;PIRIPIRI
ECO 027/2021;PI2400412LPT120241;PI;PIRIPIRI
ECO 027/2021;PI2400412LPT120246;PI;LUIS CORREIA
ECO 027/2021;PI2400412LPT120247;PI;PEDRO II
ECO 027/2021;PI2400412LPT120248;PI;PIRIPIRI
ECO 027/2021;PI2400412LPT120249;PI;PEDRO II
ECO 027/2021;PI2400412LPT120250;PI;PIRIPIRI
ECO 027/2021;PI2400412LPT120251;PI;PEDRO II
ECO 027/2021;PI2400412LPT120252;PI;BATALHA
ECO 027/2021;PI2400412LPT120253;PI;BATALHA
ECO 027/2021;PI2400412LPT120254;PI;BATALHA
ECO 027/2021;PI2400412LPT120255;PI;BATALHA
ECO 027/2021;PI2400412LPT120256;PI;DOMINGOS MOURAO
ECO 027/2021;PI2400412LPT120257;PI;BATALHA
ECO 027/2021;PI2400412LPT120258;PI;MILTON BRANDAO
ECO 027/2021;PI2400412LPT120259;PI;MILTON BRANDAO
ECO 027/2021;PI2400412LPT120260;PI;LAGOA DE SAO FRANCISCO
ECO 027/2021;PI2400412LPT120261;PI;PIRIPIRI
ECO 027/2021;PI2400412LPT120262;PI;PIRIPIRI
ECO 027/2021;PI2400412LPT120263;PI;LAGOA DE SAO FRANCISCO
ECO 027/2021;PI2400412LPT120264;PI;PEDRO II
ECO 027/2021;PI2400412LPT120265;PI;PEDRO II
ECO 027/2021;PI2400412LPT120266;PI;ESPERANTINA
ECO 027/2021;PI2400412LPT120267;PI;ESPERANTINA
ECO 027/2021;PI2400412LPT120268;PI;LUIS CORREIA
ECO 027/2021;PI2400412LPT120269;PI;PIRACURUCA
ECO 027/2021;PI2400412LPT120270;PI;PIRIPIRI
ECO 027/2021;PI2400412LPT120271;PI;BATALHA
ECO 027/2021;PI2400412LPT120273;PI;MILTON BRANDAO
ECO 027/2021;PI2400412LPT120274;PI;MILTON BRANDAO
ECO 027/2021;PI2400412LPT120275;PI;MILTON BRANDAO
ECO 027/2021;PI2400412LPT120276;PI;PEDRO II
ECO 027/2021;PI2400412LPT120277;PI;PEDRO II
ECO 027/2021;PI2400412LPT120278;PI;PEDRO II
ECO 027/2021;PI2400412LPT120279;PI;PIRIPIRI
ECO 027/2021;PI2400412LPT120280;PI;PEDRO II
ECO 027/2021;PI2400412LPT120282;PI;PEDRO II
ECO 027/2021;PI2400412LPT120283;PI;DOMINGOS MOURAO
ECO 027/2021;PI2400412LPT120284;PI;DOMINGOS MOURAO
ECO 027/2021;PI2400412LPT120285;PI;PIRIPIRI
ECO 027/2021;PI2400412LPT120287;PI;MILTON BRANDAO
ECO 027/2021;PI2400412LPT120288;PI;LUIS CORREIA
ECO 027/2021;PI2400412LPT120289;PI;ESPERANTINA
ECO 027/2021;PI2400412LPT120290;PI;ESPERANTINA
ECO 027/2021;PI2400412LPT120292;PI;BATALHA
ECO 027/2021;PI2400412LPT130001;PI;LAGOA DO BARRO DO PIAUI
ECO 027/2021;PI2400412LPT130008;PI;PAULISTANA
ECO 027/2021;PI2400412LPT130010;PI;PAULISTANA
ECO 027/2021;PI2400412LPT130014;PI;PAULISTANA
ECO 027/2021;PI2400412LPT130016;PI;SAO RAIMUNDO NONATO
ECO 027/2021;PI2400412LPT130017;PI;BAIXA GRANDE DO RIBEIRO
ECO 027/2021;PI2400412LPT130018;PI;BAIXA GRANDE DO RIBEIRO
ECO 027/2021;PI2400412LPT130019;PI;BAIXA GRANDE DO RIBEIRO
ECO 027/2021;PI2400412LPT130022;PI;URUCUI
ECO 027/2021;PI2400412LPT130025;PI;CAMPINAS DO PIAUI
ECO 027/2021;PI2400412LPT130029;PI;ALVORADA DO GURGUEIA
ECO 027/2021;PI2400412LPT130046;PI;ITAINOPOLIS
ECO 027/2021;PI2400412LPT130047;PI;ITAINOPOLIS
ECO 027/2021;PI2400412LPT130048;PI;ITAINOPOLIS
ECO 027/2021;PI2400412LPT130049;PI;ITAINOPOLIS
ECO 027/2021;PI2400412LPT130050;PI;ITAINOPOLIS
ECO 027/2021;PI2400412LPT130051;PI;ITAINOPOLIS
ECO 027/2021;PI2400412LPT130052;PI;ITAINOPOLIS
ECO 027/2021;PI2400412LPT130055;PI;CARIDADE DO PIAUI
ECO 027/2021;PI2400412LPT130057;PI;NOVO ORIENTE DO PIAUI
ECO 027/2021;PI2400412LPT130058;PI;NOVO ORIENTE DO PIAUI
ECO 027/2021;PI2400412LPT130059;PI;NOVO ORIENTE DO PIAUI
ECO 027/2021;PI2400412LPT130061;PI;CARIDADE DO PIAUI
ECO 027/2021;PI2400412LPT130062;PI;CARIDADE DO PIAUI
ECO 027/2021;PI2400412LPT130063;PI;CARIDADE DO PIAUI
ECO 027/2021;PI2400412LPT130067;PI;SANTA LUZ
ECO 027/2021;PI2400412LPT130068;PI;CARIDADE DO PIAUI
ECO 027/2021;PI2400412LPT130070;PI;OEIRAS
ECO 027/2021;PI2400412LPT130071;PI;OEIRAS
ECO 027/2021;PI2400412LPT130072;PI;CAMPINAS DO PIAUI
ECO 027/2021;PI2400412LPT130073;PI;VERA MENDES
ECO 027/2021;PI2400412LPT130074;PI;FRONTEIRAS
ECO 027/2021;PI2400412LPT130076;PI;VERA MENDES
ECO 027/2021;PI2400412LPT130077;PI;OEIRAS
ECO 027/2021;PI2400412LPT130078;PI;ITAINOPOLIS
ECO 027/2021;PI2400412LPT130079;PI;ITAINOPOLIS
ECO 027/2021;PI2400412LPT130080;PI;ITAINOPOLIS
ECO 027/2021;PI2400412LPT130081;PI;ITAINOPOLIS
ECO 027/2021;PI2400412LPT130082;PI;ITAINOPOLIS
ECO 027/2021;PI2400412LPT130083;PI;ITAINOPOLIS
ECO 027/2021;PI2400412LPT130084;PI;ITAINOPOLIS
ECO 027/2021;PI2400412LPT130085;PI;ITAINOPOLIS
ECO 027/2021;PI2400412LPT130086;PI;ITAINOPOLIS
ECO 027/2021;PI2400412LPT130087;PI;FRONTEIRAS
ECO 027/2021;PI2400412LPT130088;PI;DOM INOCENCIO
ECO 027/2021;PI2400412LPT130089;PI;SAO JOSE DO PEIXE
ECO 027/2021;PI2400412LPT130090;PI;LANDRI SALES
ECO 027/2021;PI2400412LPT130092;PI;ITAINOPOLIS
ECO 027/2021;PI2400412LPT130104;PI;URUCUI
ECO 027/2021;PI2400412LPT130105;PI;URUCUI
ECO 027/2021;PI2400412LPT130106;PI;URUCUI
ECO 027/2021;PI2400412LPT130107;PI;URUCUI
ECO 027/2021;PI2400412LPT130118;PI;OEIRAS
ECO 027/2021;PI2400412LPT130119;PI;CAMPINAS DO PIAUI
ECO 027/2021;PI2400412LPT130120;PI;CAMPINAS DO PIAUI
ECO 027/2021;PI2400412LPT130121;PI;CAMPINAS DO PIAUI
ECO 027/2021;PI2400412LPT130122;PI;CAJAZEIRAS DO PIAUI
ECO 027/2021;PI2400412LPT130124;PI;BOCAINA
ECO 027/2021;PI2400412LPT130125;PI;DOM INOCENCIO
ECO 027/2021;PI2400412LPT130126;PI;INHUMA
ECO 027/2021;PI2400412LPT130127;PI;INHUMA
ECO 027/2021;PI2400412LPT130128;PI;INHUMA
ECO 027/2021;PI2400412LPT130129;PI;INHUMA
ECO 027/2021;PI2400412LPT130131;PI;MONSENHOR HIPOLITO
ECO 027/2021;PI2400412LPT130132;PI;CAMPINAS DO PIAUI
ECO 027/2021;PI2400412LPT130133;PI;NOVO ORIENTE DO PIAUI
ECO 027/2021;PI2400412LPT130134;PI;OEIRAS
ECO 027/2021;PI2400412LPT130136;PI;SIMPLICIO MENDES
ECO 027/2021;PI2400412LPT130137;PI;OEIRAS
ECO 027/2021;PI2400412LPT130138;PI;OEIRAS
ECO 027/2021;PI2400412LPT130139;PI;CAJAZEIRAS DO PIAUI
ECO 027/2021;PI2400412LPT130142;PI;SIMPLICIO MENDES
ECO 027/2021;PI2400412LPT130143;PI;SIMPLICIO MENDES
ECO 027/2021;PI2400412LPT130144;PI;ALAGOINHA DO PIAUI
ECO 027/2021;PI2400412LPT130145;PI;CAMPINAS DO PIAUI
ECO 027/2021;PI2400412LPT130146;PI;SIMPLICIO MENDES
ECO 027/2021;PI2400412LPT130147;PI;CAMPINAS DO PIAUI
ECO 027/2021;PI2400412LPT130149;PI;BOCAINA
ECO 027/2021;PI2400412LPT130150;PI;INHUMA
ECO 027/2021;PI2400412LPT130151;PI;NOVO ORIENTE DO PIAUI
ECO 027/2021;PI2400412LPT130152;PI;INHUMA
ECO 027/2021;PI2400412LPT130153;PI;INHUMA
ECO 027/2021;PI2400412LPT130154;PI;AROEIRAS DO ITAIM
ECO 027/2021;PI2400412LPT130155;PI;INHUMA
ECO 027/2021;PI2400412LPT130157;PI;SIMPLICIO MENDES
ECO 027/2021;PI2400412LPT130159;PI;CURIMATA
ECO 027/2021;PI2400412LPT130160;PI;CRISTINO CASTRO
ECO 027/2021;PI2400412LPT130161;PI;JULIO BORGES
ECO 027/2021;PI2400412LPT130162;PI;JULIO BORGES
ECO 027/2021;PI2400412LPT130163;PI;JULIO BORGES
ECO 027/2021;PI2400412LPT130164;PI;JULIO BORGES
ECO 027/2021;PI2400412LPT130165;PI;JULIO BORGES
ECO 027/2021;PI2400412LPT130166;PI;JULIO BORGES
ECO 027/2021;PI2400412LPT130175;PI;ITAINOPOLIS
ECO 027/2021;PI2400412LPT130176;PI;ITAINOPOLIS
ECO 027/2021;PI2400412LPT130177;PI;NOVO ORIENTE DO PIAUI
ECO 027/2021;PI2400412LPT130189;PI;VALENCA DO PIAUI
ECO 027/2021;PI2400412LPT130203;PI;SAO RAIMUNDO NONATO
ECO 027/2021;PI2400412LPT130204;PI;CURRAIS
ECO 027/2021;PI2400412LPT130206;PI;CRISTINO CASTRO
ECO 027/2021;PI2400412LPT130212;PI;CRISTINO CASTRO
ECO 027/2021;PI2400412LPT130219;PI;PAES LANDIM
ECO 027/2021;PI2400412LPT130220;PI;PAES LANDIM
ECO 027/2021;PI2400412LPT130221;PI;PAES LANDIM
ECO 027/2021;PI2400412LPT130222;PI;OEIRAS
ECO 027/2021;PI2400412LPT130223;PI;BOCAINA
ECO 027/2021;PI2400412LPT130224;PI;PAES LANDIM
ECO 027/2021;PI2400412LPT130225;PI;PAES LANDIM
ECO 027/2021;PI2400412LPT130226;PI;PAES LANDIM
ECO 027/2021;PI2400412LPT130227;PI;PAES LANDIM
ECO 027/2021;PI2400412LPT130228;PI;PAES LANDIM
ECO 027/2021;PI2400412LPT130229;PI;PAES LANDIM
ECO 027/2021;PI2400412LPT130230;PI;PAES LANDIM
ECO 027/2021;PI2400412LPT130232;PI;SAO RAIMUNDO NONATO
ECO 027/2021;PI2400412LPT130233;PI;OEIRAS
ECO 027/2021;PI2400412LPT130234;PI;OEIRAS
ECO 027/2021;PI2400412LPT130235;PI;OEIRAS
ECO 027/2021;PI2400412LPT130236;PI;VARZEA GRANDE
ECO 027/2021;PI2400412LPT130237;PI;VARZEA GRANDE
ECO 027/2021;PI2400412LPT130238;PI;VARZEA GRANDE
ECO 027/2021;PI2400412LPT130240;PI;SIMPLICIO MENDES
ECO 027/2021;PI2400412LPT130242;PI;SAO MIGUEL DO FIDALGO
ECO 027/2021;PI2400412LPT130257;PI;SANTA FILOMENA
ECO 027/2021;PI2400412LPT130258;PI;JUREMA
ECO 027/2021;PI2400412LPT130259;PI;JUREMA
ECO 027/2021;PI2400412LPT130260;PI;LAGOA DO BARRO DO PIAUI
ECO 027/2021;PI2400412LPT130261;PI;AROEIRAS DO ITAIM
ECO 027/2021;PI2400412LPT130262;PI;SAO RAIMUNDO NONATO
ECO 027/2021;PI2400412LPT130263;PI;SAO RAIMUNDO NONATO
ECO 027/2021;PI2400412LPT130264;PI;SAO RAIMUNDO NONATO
ECO 027/2021;PI2400412LPT130265;PI;SAO RAIMUNDO NONATO
ECO 027/2021;PI2400412LPT130266;PI;SAO BRAZ DO PIAUI
ECO 027/2021;PI2400412LPT130267;PI;SAO BRAZ DO PIAUI
ECO 027/2021;PI2400412LPT130270;PI;SAO RAIMUNDO NONATO
ECO 027/2021;PI2400412LPT130271;PI;SAO RAIMUNDO NONATO
ECO 027/2021;PI2400412LPT130272;PI;SAO RAIMUNDO NONATO
ECO 027/2021;PI2400412LPT130273;PI;SAO RAIMUNDO NONATO
ECO 027/2021;PI2400412LPT130274;PI;SAO RAIMUNDO NONATO
ECO 027/2021;PI2400412LPT130275;PI;SAO RAIMUNDO NONATO
ECO 027/2021;PI2400412LPT130276;PI;SAO BRAZ DO PIAUI
ECO 027/2021;PI2400412LPT130277;PI;SAO RAIMUNDO NONATO
ECO 027/2021;PI2400412LPT130278;PI;OEIRAS
ECO 027/2021;PI2400412LPT130279;PI;DOM INOCENCIO
ECO 027/2021;PI2400412LPT130282;PI;JUREMA
ECO 027/2021;PI2400412LPT130284;PI;SAO RAIMUNDO NONATO
ECO 027/2021;PI2400412LPT130285;PI;SAO RAIMUNDO NONATO
ECO 027/2021;PI2400412LPT130286;PI;SAO RAIMUNDO NONATO
ECO 027/2021;PI2400412LPT130287;PI;SAO RAIMUNDO NONATO
ECO 027/2021;PI2400412LPT130288;PI;SAO RAIMUNDO NONATO
ECO 027/2021;PI2400412LPT130290;PI;SAO RAIMUNDO NONATO
ECO 027/2021;PI2400412LPT130291;PI;URUCUI
ECO 027/2021;PI2400412LPT130292;PI;URUCUI
ECO 027/2021;PI2400412LPT130293;PI;URUCUI
ECO 027/2021;PI2400412LPT130294;PI;URUCUI
ECO 027/2021;PI2400412LPT130295;PI;URUCUI
ECO 027/2021;PI2400412LPT130296;PI;URUCUI
ECO 027/2021;PI2400412LPT130298;PI;URUCUI
ECO 027/2021;PI2400412LPT130300;PI;URUCUI
ECO 027/2021;PI2400412LPT130301;PI;URUCUI
ECO 027/2021;PI2400412LPT130302;PI;SAO FRANCISCO DO PIAUI
ECO 027/2021;PI2400412LPT130304;PI;NAZARE DO PIAUI
ECO 027/2021;PI2400412LPT130307;PI;SANTA FILOMENA
ECO 027/2021;PI2400412LPT130310;PI;URUCUI
ECO 027/2021;PI2400412LPT130311;PI;URUCUI
ECO 027/2021;PI2400412LPT130312;PI;URUCUI
ECO 027/2021;PI2400412LPT130315;PI;LAGOA DO BARRO DO PIAUI
ECO 027/2021;PI2400412LPT130316;PI;DOM INOCENCIO
ECO 027/2021;PI2400412LPT130317;PI;SAO BRAZ DO PIAUI
ECO 027/2021;PI2400412LPT130318;PI;SAO BRAZ DO PIAUI
ECO 027/2021;PI2400412LPT130320;PI;SAO RAIMUNDO NONATO
ECO 027/2021;PI2400412LPT130321;PI;SAO BRAZ DO PIAUI
ECO 027/2021;PI2400412LPT130323;PI;VALENCA DO PIAUI
ECO 027/2021;PI2400412LPT130325;PI;OEIRAS
ECO 027/2021;PI2400412LPT130326;PI;OEIRAS
ECO 027/2021;PI2400412LPT130328;PI;URUCUI
ECO 027/2021;PI2400412LPT130329;PI;CORRENTE
ECO 027/2021;PI2400412LPT130333;PI;OEIRAS
ECO 027/2021;PI2400412LPT130334;PI;OEIRAS
ECO 027/2021;PI2400412LPT130338;PI;OEIRAS
ECO 027/2021;PI2400412LPT130339;PI;OEIRAS
ECO 027/2021;PI2400412LPT130340;PI;OEIRAS
ECO 027/2021;PI2400412LPT130341;PI;VALENCA DO PIAUI
ECO 027/2021;PI2400412LPT130342;PI;SAO FELIX DO PIAUI
ECO 027/2021;PI2400412LPT130343;PI;SAO FELIX DO PIAUI
ECO 027/2021;PI2400412LPT130345;PI;ALAGOINHA DO PIAUI
ECO 027/2021;PI2400412REF110002;PI;SAO MIGUEL DO TAPUIO
ECO 027/2021;PI2400412REF110003;PI;SAO MIGUEL DO TAPUIO
ECO 027/2021;PI2400412REF110004;PI;SAO MIGUEL DO TAPUIO
ECO 027/2021;PI2400412REF110005;PI;SAO MIGUEL DO TAPUIO
ECO 027/2021;PI2400412REF110006;PI;SAO MIGUEL DO TAPUIO
ECO 027/2021;PI2400412REF110007;PI;CABECEIRAS DO PIAUI
ECO 027/2021;PI2400412REF110008;PI;CABECEIRAS DO PIAUI
ECO 027/2021;PI2400412REF110009;PI;CABECEIRAS DO PIAUI
ECO 027/2021;PI2400412REF120004;PI;CAJUEIRO DA PRAIA
ECO 027/2021;PI2400412REF120005;PI;CAJUEIRO DA PRAIA
ECO 027/2021;PI2400412REF120006;PI;MATIAS OLIMPIO
ECO 027/2021;PI2400412REF120007;PI;MATIAS OLIMPIO
ECO 027/2021;PI2400412REF120008;PI;PORTO
ECO 027/2021;PI2400412REF120009;PI;JOAQUIM PIRES
ECO 027/2021;PI2500412LPT110001;PI;PASSAGEM FRANCA DO PIAUI
ECO 027/2021;PI2500412LPT110003;PI;ALTO LONGA
ECO 027/2021;PI2500412LPT110004;PI;ALTO LONGA
ECO 027/2021;PI2500412LPT110005;PI;ALTO LONGA
ECO 027/2021;PI2500412LPT110006;PI;ALTOS
ECO 027/2021;PI2500412LPT110007;PI;ALTO LONGA
ECO 027/2021;PI2500412LPT110008;PI;ALTO LONGA
ECO 027/2021;PI2500412LPT110009;PI;PASSAGEM FRANCA DO PIAUI
ECO 027/2021;PI2500412LPT110010;PI;ALTO LONGA
ECO 027/2021;PI2500412LPT110012;PI;ALTO LONGA
